,Price,Area,rooms,type,Date,City,District,price_per_m2
6727,136000.0,110.0,5,secondary,"June 21, 2023",Tashkent,Yunusabad district,1236.36
6729,186000.0,120.0,5,secondary,"June 21, 2023",Tashkent,Mirzo-Ulugbek district,1550.0
6730,108000.0,112.0,5,secondary,"June 21, 2023",Tashkent,Yunusabad district,964.29
6731,120000.0,113.0,5,secondary,"June 21, 2023",Tashkent,Yunusabad district,1061.95
6732,125000.0,109.0,5,secondary,"June 21, 2023",Tashkent,Yakkasarai district,1146.79
6734,124000.0,109.0,5,secondary,"June 21, 2023",Tashkent,Yakkasarai district,1137.61
6735,115000.0,111.0,5,secondary,"June 21, 2023",Tashkent,Mirabad district,1036.04
6736,288500.0,180.0,5,secondary,"June 21, 2023",Tashkent,Mirabad district,1602.78
6737,185000.0,205.0,5,secondary,"June 21, 2023",Tashkent,Chilanzar district,902.44
6738,930000.0,110.0,5,secondary,"June 21, 2023",Tashkent,Yashnabad district,8454.55
6739,130000.0,112.0,5,secondary,"June 21, 2023",Tashkent,Yashnabad district,1160.71
6740,89500.0,115.0,5,secondary,"June 21, 2023",Tashkent,Mirzo-Ulugbek district,778.26
6741,138000.0,110.0,5,secondary,"June 21, 2023",Tashkent,Yunusabad district,1254.55
6742,93000.0,110.0,5,secondary,"June 21, 2023",Tashkent,Almazar district,845.45
6743,93000.0,110.0,5,secondary,"June 21, 2023",Tashkent,Mirzo-Ulugbek district,845.45
6744,92000.0,112.0,5,secondary,"June 21, 2023",Tashkent,Yashnabad district,821.43
6745,110000.0,152.0,5,secondary,"June 21, 2023",Tashkent,Chilanzar district,723.68
6746,130000.0,120.0,5,secondary,"June 21, 2023",Tashkent,Shaikhantahur district,1083.33
6747,285000.0,220.0,5,secondary,"June 21, 2023",Tashkent,Mirzo-Ulugbek district,1295.45
6748,195000.0,164.0,5,secondary,"June 21, 2023",Tashkent,Mirzo-Ulugbek district,1189.02
6749,75500.0,146.0,5,secondary,"June 21, 2023",Tashkent,Sergeli district,517.12
6750,68000.0,126.0,5,secondary,"June 21, 2023",Tashkent,Sergeli district,539.68
6751,82000.0,107.0,5,secondary,"June 21, 2023",Tashkent,Mirabad district,766.36
6752,135000.0,135.0,5,secondary,"June 21, 2023",Tashkent,Yakkasarai district,1000.0
6753,145000.0,100.0,5,secondary,"June 20, 2023",Tashkent,Uchtepinsky district,1450.0
6754,90000.0,115.0,5,secondary,"June 20, 2023",Tashkent,Uchtepinsky district,782.61
6758,90000.0,97.15,5,secondary,"June 20, 2023",Tashkent,Yunusabad district,926.4
6759,104000.0,111.0,5,secondary,"June 20, 2023",Tashkent,Mirzo-Ulugbek district,936.94
6765,212000.0,157.0,5,secondary,"June 20, 2023",Tashkent,Mirzo-Ulugbek district,1350.32
6772,140000.0,135.0,5,secondary,"June 20, 2023",Tashkent,Yakkasarai district,1037.04
6777,95000.0,105.0,5,secondary,"June 20, 2023",Tashkent,Sergeli district,904.76
6785,137000.0,120.0,5,secondary,"June 20, 2023",Tashkent,Yunusabad district,1141.67
6786,132000.0,120.0,5,secondary,"June 20, 2023",Tashkent,Mirabad district,1100.0
6787,106000.0,111.0,5,secondary,"June 20, 2023",Tashkent,Yashnabad district,954.95
6789,65500.0,117.0,5,secondary,"June 20, 2023",Tashkent,Sergeli district,559.83
6790,400000.0,135.0,5,secondary,"June 20, 2023",Tashkent,Mirzo-Ulugbek district,2962.96
6794,108000.0,100.0,5,secondary,"June 20, 2023",Tashkent,Yunusabad district,1080.0
6799,127000.0,120.0,5,secondary,"June 20, 2023",Tashkent,Shaikhantahur district,1058.33
6800,142000.0,142.0,5,secondary,"June 20, 2023",Tashkent,Mirzo-Ulugbek district,1000.0
6802,196000.0,175.0,5,secondary,"June 20, 2023",Tashkent,Mirabad district,1120.0
6805,112000.0,111.0,5,secondary,"June 20, 2023",Tashkent,Mirabad district,1009.01
6809,89000.0,98.0,5,secondary,"June 20, 2023",Tashkent,Yunusabad district,908.16
6811,96000.0,112.0,5,secondary,"June 20, 2023",Tashkent,Yunusabad district,857.14
6814,105000.0,110.58,5,secondary,"June 20, 2023",Tashkent,Yashnabad district,949.54
6815,123000.0,110.0,5,secondary,"June 20, 2023",Tashkent,Mirzo-Ulugbek district,1118.18
6818,95000.0,110.0,5,secondary,"June 20, 2023",Tashkent,Sergeli district,863.64
6819,80000.0,110.0,5,secondary,"June 20, 2023",Tashkent,Yunusabad district,727.27
6820,170000.0,145.0,5,secondary,"June 20, 2023",Tashkent,Mirzo-Ulugbek district,1172.41
6821,130000.0,90.0,5,secondary,"June 20, 2023",Tashkent,Mirabad district,1444.44
6822,190000.0,175.0,5,secondary,"June 20, 2023",Tashkent,Chilanzar district,1085.71
6825,135000.0,140.0,5,secondary,"June 20, 2023",Tashkent,Yakkasarai district,964.29
6827,84990.0,135.0,5,secondary,"June 20, 2023",Tashkent,Sergeli district,629.56
6828,110000.0,109.76,5,secondary,"June 20, 2023",Tashkent,Yashnabad district,1002.19
6829,85000.0,135.0,5,secondary,"June 20, 2023",Tashkent,Sergeli district,629.63
6830,120000.0,167.0,5,secondary,"June 19, 2023",Tashkent,Almazar district,718.56
6832,147900.0,96.0,5,secondary,"June 19, 2023",Tashkent,Mirzo-Ulugbek district,1540.62
6836,115000.0,98.0,5,secondary,"June 19, 2023",Tashkent,Almazar district,1173.47
6838,110000.0,110.0,5,secondary,"June 19, 2023",Tashkent,Yashnabad district,1000.0
6839,97000.0,112.0,5,secondary,"June 19, 2023",Tashkent,Yakkasarai district,866.07
6840,162000.0,140.0,5,secondary,"June 19, 2023",Tashkent,Yunusabad district,1157.14
6842,120000.0,96.94,5,secondary,"June 19, 2023",Tashkent,Almazar district,1237.88
6844,78000.0,103.0,5,secondary,"June 19, 2023",Tashkent,Yunusabad district,757.28
6846,97500.0,110.0,5,secondary,"June 19, 2023",Tashkent,Yunusabad district,886.36
6850,120000.0,120.0,5,secondary,"June 19, 2023",Tashkent,Yunusabad district,1000.0
6851,140000.0,120.0,5,secondary,"June 19, 2023",Tashkent,Mirzo-Ulugbek district,1166.67
6852,185000.0,160.0,5,secondary,"June 19, 2023",Tashkent,Almazar district,1156.25
6853,126000.0,150.0,5,secondary,"June 19, 2023",Tashkent,Almazar district,840.0
6854,109900.0,157.0,5,secondary,"June 19, 2023",Tashkent,Almazar district,700.0
6855,139000.0,97.0,5,secondary,"June 19, 2023",Tashkent,Almazar district,1432.99
6856,110000.0,100.0,5,secondary,"June 19, 2023",Tashkent,Shaikhantahur district,1100.0
6858,62000.0,90.0,5,secondary,"June 19, 2023",Tashkent,Mirabad district,688.89
6859,86800.0,120.0,5,secondary,"June 19, 2023",Tashkent,Yashnabad district,723.33
6860,74000.0,120.0,5,secondary,"June 19, 2023",Tashkent,Sergeli district,616.67
6861,132000.0,115.0,5,secondary,"June 19, 2023",Tashkent,Mirabad district,1147.83
6862,155400.0,148.0,5,secondary,"June 19, 2023",Tashkent,Mirabad district,1050.0
6863,140000.0,200.0,5,secondary,"June 19, 2023",Tashkent,Yakkasarai district,700.0
6864,105000.0,111.0,5,secondary,"June 19, 2023",Tashkent,Yunusabad district,945.95
6865,92000.0,110.0,5,secondary,"June 19, 2023",Tashkent,Chilanzar district,836.36
6866,83700.0,116.0,5,secondary,"June 19, 2023",Tashkent,Sergeli district,721.55
6867,125000.0,130.0,5,secondary,"June 19, 2023",Tashkent,Mirabad district,961.54
6868,86500.0,106.0,5,secondary,"June 19, 2023",Tashkent,Almazar district,816.04
6870,85000.0,130.0,5,secondary,"June 18, 2023",Tashkent,Yunusabad district,653.85
6871,175000.0,143.0,5,secondary,"June 18, 2023",Tashkent,Mirzo-Ulugbek district,1223.78
6872,210000.0,120.0,5,secondary,"June 18, 2023",Tashkent,Mirzo-Ulugbek district,1750.0
6873,122000.0,100.0,5,secondary,"June 18, 2023",Tashkent,Mirzo-Ulugbek district,1220.0
6874,115000.0,109.0,5,secondary,"June 18, 2023",Tashkent,Uchtepinsky district,1055.05
6875,230000.0,121.0,5,secondary,"June 18, 2023",Tashkent,Mirzo-Ulugbek district,1900.83
6876,86000.0,125.0,5,secondary,"June 18, 2023",Tashkent,Yashnabad district,688.0
6877,81000.0,119.0,5,secondary,"June 18, 2023",Tashkent,Sergeli district,680.67
6878,72000.0,104.0,5,secondary,"June 18, 2023",Tashkent,Yunusabad district,692.31
6879,145000.0,158.0,5,secondary,"June 18, 2023",Tashkent,Yakkasarai district,917.72
6880,95000.0,95.0,5,secondary,"June 18, 2023",Tashkent,Almazar district,1000.0
6881,182000.0,125.0,5,secondary,"June 18, 2023",Tashkent,Almazar district,1456.0
6882,92000.0,97.0,5,secondary,"June 18, 2023",Tashkent,Shaikhantahur district,948.45
6883,280000.0,205.0,5,secondary,"June 18, 2023",Tashkent,Mirabad district,1365.85
6884,150000.0,120.0,5,secondary,"June 18, 2023",Tashkent,Mirzo-Ulugbek district,1250.0
6885,89000.0,120.0,5,secondary,"June 18, 2023",Tashkent,Yashnabad district,741.67
6886,92000.0,110.0,5,secondary,"June 18, 2023",Tashkent,Yunusabad district,836.36
6887,108000.0,120.0,5,secondary,"June 18, 2023",Tashkent,Yashnabad district,900.0
6888,76000.0,97.0,5,secondary,"June 18, 2023",Tashkent,Almazar district,783.51
6890,78000.0,108.0,5,secondary,"June 18, 2023",Tashkent,Yakkasarai district,722.22
6891,105000.0,120.0,5,secondary,"June 18, 2023",Tashkent,Uchtepinsky district,875.0
6892,220000.0,200.0,5,secondary,"June 18, 2023",Tashkent,Shaikhantahur district,1100.0
6893,130000.0,112.0,5,secondary,"June 18, 2023",Tashkent,Yunusabad district,1160.71
6894,185000.0,180.0,5,secondary,"June 18, 2023",Tashkent,Yunusabad district,1027.78
6895,88000.0,104.0,5,secondary,"June 18, 2023",Tashkent,Chilanzar district,846.15
6896,90000.0,93.0,5,secondary,"June 18, 2023",Tashkent,Chilanzar district,967.74
6897,125000.0,120.0,5,secondary,"June 18, 2023",Tashkent,Mirabad district,1041.67
6898,107000.0,120.0,5,secondary,"June 18, 2023",Tashkent,Yakkasarai district,891.67
6900,100500.0,91.0,5,secondary,"June 18, 2023",Tashkent,Yunusabad district,1104.4
6901,120000.0,113.0,5,secondary,"June 17, 2023",Tashkent,Yakkasarai district,1061.95
6902,140000.0,100.0,5,secondary,"June 17, 2023",Tashkent,Shaikhantahur district,1400.0
6903,100000.0,100.0,5,secondary,"June 17, 2023",Tashkent,Shaikhantahur district,1000.0
6904,84999.0,130.0,5,secondary,"June 17, 2023",Tashkent,Sergeli district,653.84
6905,214999.0,220.0,5,secondary,"June 17, 2023",Tashkent,Yunusabad district,977.27
6906,121000.0,125.0,5,secondary,"June 17, 2023",Tashkent,Shaikhantahur district,968.0
6907,195000.0,175.0,5,secondary,"June 17, 2023",Tashkent,Mirabad district,1114.29
6908,75000.0,104.0,5,secondary,"June 17, 2023",Tashkent,Sergeli district,721.15
6909,87000.0,130.0,5,secondary,"June 17, 2023",Tashkent,Sergeli district,669.23
6910,152000.0,100.0,5,secondary,"June 17, 2023",Tashkent,Yunusabad district,1520.0
6911,85000.0,119.04,5,secondary,"June 17, 2023",Tashkent,Sergeli district,714.05
6912,110000.0,109.0,5,secondary,"June 17, 2023",Tashkent,Sergeli district,1009.17
6913,95000.0,150.0,5,secondary,"June 17, 2023",Tashkent,Sergeli district,633.33
6914,100000.0,85.28,5,secondary,"June 16, 2023",Tashkent,Yunusabad district,1172.61
6915,105000.0,140.0,5,secondary,"June 16, 2023",Tashkent,Yashnabad district,750.0
6916,105000.0,100.0,5,secondary,"June 16, 2023",Tashkent,Almazar district,1050.0
6917,137000.0,110.0,5,secondary,"June 16, 2023",Tashkent,Mirabad district,1245.45
6918,110000.0,109.0,5,secondary,"June 16, 2023",Tashkent,Mirzo-Ulugbek district,1009.17
6919,300000.0,205.0,5,secondary,"June 16, 2023",Tashkent,Chilanzar district,1463.41
6920,100000.0,103.9,5,secondary,"June 16, 2023",Tashkent,Yunusabad district,962.46
6921,108000.0,130.0,5,secondary,"June 16, 2023",Tashkent,Sergeli district,830.77
6922,100000.0,100.0,5,secondary,"June 16, 2023",Tashkent,Mirzo-Ulugbek district,1000.0
6923,100000.0,110.0,5,secondary,"June 16, 2023",Tashkent,Sergeli district,909.09
6924,275000.0,220.0,5,secondary,"June 16, 2023",Tashkent,Mirabad district,1250.0
6925,200000.0,90.0,5,secondary,"June 16, 2023",Tashkent,Yunusabad district,2222.22
6926,65000.0,120.0,5,secondary,"June 16, 2023",Tashkent,Sergeli district,541.67
6927,120000.0,115.0,5,secondary,"June 16, 2023",Tashkent,Mirabad district,1043.48
6928,130000.0,120.0,5,secondary,"June 16, 2023",Tashkent,Mirzo-Ulugbek district,1083.33
6929,83086.0,96.91,5,secondary,"June 16, 2023",Tashkent,Almazar district,857.35
6930,120000.0,131.44,5,secondary,"June 16, 2023",Tashkent,Mirabad district,912.96
6931,95000.0,105.0,5,secondary,"June 16, 2023",Tashkent,Yashnabad district,904.76
6932,140000.0,120.0,5,secondary,"June 16, 2023",Tashkent,Mirabad district,1166.67
6933,85000.0,95.92,5,secondary,"June 16, 2023",Tashkent,Shaikhantahur district,886.16
6934,125000.0,120.0,5,secondary,"June 16, 2023",Tashkent,Yakkasarai district,1041.67
6935,230000.0,220.0,5,secondary,"June 16, 2023",Tashkent,Yashnabad district,1045.45
6936,85000.0,83.0,5,secondary,"June 16, 2023",Tashkent,Shaikhantahur district,1024.1
6937,59500.0,62.0,5,secondary,"June 15, 2023",Tashkent,Bektemir district,959.68
6938,85000.0,115.0,5,secondary,"June 15, 2023",Tashkent,Sergeli district,739.13
6939,110000.0,130.0,5,secondary,"June 15, 2023",Tashkent,Sergeli district,846.15
6940,135000.0,115.0,5,secondary,"June 15, 2023",Tashkent,Mirabad district,1173.91
6941,80000.0,100.0,5,secondary,"June 15, 2023",Tashkent,Almazar district,800.0
6942,99000.0,110.0,5,secondary,"June 15, 2023",Tashkent,Yunusabad district,900.0
6943,106000.0,108.0,5,secondary,"June 14, 2023",Tashkent,Uchtepinsky district,981.48
6944,115000.0,110.0,5,secondary,"June 14, 2023",Tashkent,Shaikhantahur district,1045.45
6945,85000.0,94.0,5,secondary,"June 14, 2023",Tashkent,Yashnabad district,904.26
6946,125000.0,113.0,5,secondary,"June 14, 2023",Tashkent,Yunusabad district,1106.19
6947,96000.0,112.54,5,secondary,"June 14, 2023",Tashkent,Yunusabad district,853.03
6948,84500.0,96.0,5,secondary,"June 14, 2023",Tashkent,Almazar district,880.21
6949,92000.0,97.52,5,secondary,"June 14, 2023",Tashkent,Sergeli district,943.4
6950,115000.0,131.0,5,secondary,"June 14, 2023",Tashkent,Mirzo-Ulugbek district,877.86
6951,200000.0,150.0,5,secondary,"June 14, 2023",Tashkent,Chilanzar district,1333.33
6952,92000.0,92.0,5,secondary,"June 14, 2023",Tashkent,Sergeli district,1000.0
6953,113000.0,100.0,5,secondary,"June 14, 2023",Tashkent,Shaikhantahur district,1130.0
6954,118000.0,140.0,5,secondary,"June 14, 2023",Tashkent,Mirzo-Ulugbek district,842.86
6955,66000.0,120.0,5,secondary,"June 14, 2023",Tashkent,Sergeli district,550.0
6956,74000.0,119.0,5,secondary,"June 14, 2023",Tashkent,Sergeli district,621.85
6957,125000.0,166.0,5,secondary,"June 13, 2023",Tashkent,Uchtepinsky district,753.01
7310,119554.0,100.0,5,secondary,"June 22, 2023",Tashkent,Uchtepinsky district,1195.54
7398,92000.0,110.0,5,secondary,"June 21, 2023",Tashkent,Almazar district,836.36
7399,92000.0,110.0,5,secondary,"June 21, 2023",Tashkent,Mirzo-Ulugbek district,836.36
7407,85000.0,107.0,5,secondary,"June 21, 2023",Tashkent,Yashnabad district,794.39
7517,175000.0,200.0,5,secondary,"June 18, 2023",Tashkent,Almazar district,875.0
7573,82661.0,96.91,5,secondary,"June 16, 2023",Tashkent,Almazar district,852.97
7633,71557.0,46.0,1,secondary,"June 25, 2023",Tashkent,Yunusabad district,1555.59
7638,105000.0,45.0,1,secondary,"June 26, 2023",Tashkent,Sergeli district,2333.33
7646,46500.0,42.0,1,secondary,"June 26, 2023",Tashkent,Mirzo-Ulugbek district,1107.14
7647,43000.0,43.0,1,secondary,"June 26, 2023",Tashkent,Yashnabad district,1000.0
7650,40000.0,49.0,1,secondary,"June 26, 2023",Tashkent,Yashnabad district,816.33
7655,44500.0,42.0,1,secondary,"June 26, 2023",Tashkent,Yunusabad district,1059.52
7656,46000.0,41.0,1,secondary,"June 26, 2023",Tashkent,Yunusabad district,1121.95
7658,42000.0,41.0,1,secondary,"June 26, 2023",Tashkent,Yunusabad district,1024.39
7660,44800.0,43.0,1,secondary,"June 26, 2023",Tashkent,Yunusabad district,1041.86
7661,56000.0,56.0,1,secondary,"June 26, 2023",Tashkent,Chilanzar district,1000.0
7673,73000.0,46.0,1,secondary,"June 26, 2023",Tashkent,Chilanzar district,1586.96
7684,52500.0,48.0,1,secondary,"June 26, 2023",Tashkent,Chilanzar district,1093.75
7693,44500.0,44.0,1,secondary,"June 26, 2023",Tashkent,Chilanzar district,1011.36
7695,66500.0,45.0,1,secondary,"June 26, 2023",Tashkent,Chilanzar district,1477.78
7712,51000.0,42.0,1,secondary,"June 26, 2023",Tashkent,Yakkasarai district,1214.29
7714,84000.0,45.0,1,secondary,"June 26, 2023",Tashkent,Mirabad district,1866.67
7715,61000.0,42.0,1,secondary,"June 26, 2023",Tashkent,Yunusabad district,1452.38
7717,52000.0,50.0,1,secondary,"June 26, 2023",Tashkent,Chilanzar district,1040.0
7718,56000.0,44.0,1,secondary,"June 26, 2023",Tashkent,Shaikhantahur district,1272.73
7724,58000.0,42.0,1,secondary,"June 26, 2023",Tashkent,Chilanzar district,1380.95
7733,55000.0,43.0,1,secondary,"June 26, 2023",Tashkent,Chilanzar district,1279.07
7734,55000.0,42.0,1,secondary,"June 26, 2023",Tashkent,Chilanzar district,1309.52
7736,41500.0,44.0,1,secondary,"June 26, 2023",Tashkent,Chilanzar district,943.18
7743,48000.0,42.0,1,secondary,"June 26, 2023",Tashkent,Almazar district,1142.86
7744,63000.0,42.0,1,secondary,"June 26, 2023",Tashkent,Yunusabad district,1500.0
7745,56000.0,44.0,1,secondary,"June 26, 2023",Tashkent,Chilanzar district,1272.73
7746,44000.0,41.0,1,secondary,"June 26, 2023",Tashkent,Chilanzar district,1073.17
7752,78000.0,42.0,1,secondary,"June 26, 2023",Tashkent,Yunusabad district,1857.14
7754,73000.0,43.0,1,secondary,"June 26, 2023",Tashkent,Yunusabad district,1697.67
7773,73000.0,45.0,1,secondary,"June 26, 2023",Tashkent,Mirzo-Ulugbek district,1622.22
7776,45000.0,42.0,1,secondary,"June 26, 2023",Tashkent,Chilanzar district,1071.43
7781,79000.0,42.0,1,secondary,"June 26, 2023",Tashkent,Yunusabad district,1880.95
7789,51000.0,45.0,1,secondary,"June 26, 2023",Tashkent,Yashnabad district,1133.33
7793,41500.0,42.0,1,secondary,"June 26, 2023",Tashkent,Chilanzar district,988.1
7807,48000.0,45.0,1,secondary,"June 26, 2023",Tashkent,Sergeli district,1066.67
7815,56000.0,42.0,1,secondary,"June 26, 2023",Tashkent,Chilanzar district,1333.33
7820,43500.0,42.0,1,secondary,"June 26, 2023",Tashkent,Chilanzar district,1035.71
7831,46800.0,53.0,1,secondary,"June 26, 2023",Tashkent,Almazar district,883.02
7833,45500.0,42.0,1,secondary,"June 26, 2023",Tashkent,Uchtepinsky district,1083.33
7834,41000.0,42.0,1,secondary,"June 26, 2023",Tashkent,Chilanzar district,976.19
7842,39500.0,42.0,1,secondary,"June 26, 2023",Tashkent,Yashnabad district,940.48
7843,37000.0,42.0,1,secondary,"June 26, 2023",Tashkent,Mirzo-Ulugbek district,880.95
7846,47000.0,45.0,1,secondary,"June 26, 2023",Tashkent,Yashnabad district,1044.44
7848,50500.0,42.0,1,secondary,"June 26, 2023",Tashkent,Chilanzar district,1202.38
7856,68000.0,42.0,1,secondary,"June 26, 2023",Tashkent,Yakkasarai district,1619.05
7857,63000.0,50.0,1,secondary,"June 26, 2023",Tashkent,Shaikhantahur district,1260.0
7859,46000.0,42.0,1,secondary,"June 26, 2023",Tashkent,Yunusabad district,1095.24
7875,50000.0,45.0,1,secondary,"June 26, 2023",Tashkent,Mirzo-Ulugbek district,1111.11
7893,78000.0,44.0,1,secondary,"June 26, 2023",Tashkent,Mirabad district,1772.73
7895,76000.0,43.0,1,secondary,"June 26, 2023",Tashkent,Yunusabad district,1767.44
7899,77000.0,45.0,1,secondary,"June 26, 2023",Tashkent,Yunusabad district,1711.11
7900,41000.0,45.0,1,secondary,"June 26, 2023",Tashkent,Sergeli district,911.11
7910,49000.0,47.0,1,secondary,"June 26, 2023",Tashkent,Chilanzar district,1042.55
7915,49500.0,42.0,1,secondary,"June 26, 2023",Tashkent,Chilanzar district,1178.57
7940,40000.0,45.0,1,secondary,"June 26, 2023",Tashkent,Mirzo-Ulugbek district,888.89
7948,40500.0,42.0,1,secondary,"June 26, 2023",Tashkent,Chilanzar district,964.29
7953,55500.0,42.0,1,secondary,"June 26, 2023",Tashkent,Chilanzar district,1321.43
7956,57000.0,50.0,1,secondary,"June 26, 2023",Tashkent,Mirzo-Ulugbek district,1140.0
7960,36000.0,42.0,1,secondary,"June 26, 2023",Tashkent,Yashnabad district,857.14
7967,76500.0,42.0,1,secondary,"June 26, 2023",Tashkent,Mirzo-Ulugbek district,1821.43
7969,38500.0,42.0,1,secondary,"June 26, 2023",Tashkent,Yashnabad district,916.67
7979,46800.0,45.0,1,secondary,"June 26, 2023",Tashkent,Yunusabad district,1040.0
7983,60000.0,45.0,1,secondary,"June 26, 2023",Tashkent,Mirzo-Ulugbek district,1333.33
7989,42000.0,42.0,1,secondary,"June 26, 2023",Tashkent,Yashnabad district,1000.0
7995,46700.0,45.0,1,secondary,"June 26, 2023",Tashkent,Yunusabad district,1037.78
7996,44500.0,42.0,1,secondary,"June 26, 2023",Tashkent,Chilanzar district,1059.52
8003,54800.0,43.0,1,secondary,"June 26, 2023",Tashkent,Chilanzar district,1274.42
8004,46500.0,42.0,1,secondary,"June 26, 2023",Tashkent,Yashnabad district,1107.14
8010,60000.0,48.0,1,secondary,"June 26, 2023",Tashkent,Yakkasarai district,1250.0
8011,62000.0,48.0,1,secondary,"June 26, 2023",Tashkent,Yunusabad district,1291.67
8013,46500.0,42.0,1,secondary,"June 26, 2023",Tashkent,Chilanzar district,1107.14
8020,41500.0,44.59,1,secondary,"June 26, 2023",Tashkent,Yashnabad district,930.7
8023,47500.0,45.0,1,secondary,"June 26, 2023",Tashkent,Yunusabad district,1055.56
8027,51000.0,42.0,1,secondary,"June 26, 2023",Tashkent,Mirzo-Ulugbek district,1214.29
8046,76000.0,45.0,1,secondary,"June 26, 2023",Tashkent,Yunusabad district,1688.89
8048,46000.0,45.0,1,secondary,"June 26, 2023",Tashkent,Yakkasarai district,1022.22
8059,44000.0,42.0,1,secondary,"June 26, 2023",Tashkent,Uchtepinsky district,1047.62
8060,53000.0,42.0,1,secondary,"June 26, 2023",Tashkent,Chilanzar district,1261.9
8064,77500.0,50.0,1,secondary,"June 26, 2023",Tashkent,Mirzo-Ulugbek district,1550.0
8066,68000.0,47.0,1,secondary,"June 26, 2023",Tashkent,Mirabad district,1446.81
8068,47000.0,43.0,1,secondary,"June 26, 2023",Tashkent,Yashnabad district,1093.02
8075,86000.0,50.0,1,secondary,"June 26, 2023",Tashkent,Mirabad district,1720.0
8078,52500.0,50.0,1,secondary,"June 26, 2023",Tashkent,Chilanzar district,1050.0
8079,48500.0,45.0,1,secondary,"June 26, 2023",Tashkent,Chilanzar district,1077.78
8082,82000.0,67.0,1,secondary,"June 26, 2023",Tashkent,Mirabad district,1223.88
8084,41000.0,42.0,1,secondary,"June 26, 2023",Tashkent,Almazar district,976.19
8086,45500.0,42.0,1,secondary,"June 26, 2023",Tashkent,Yashnabad district,1083.33
8088,94000.0,54.0,1,secondary,"June 26, 2023",Tashkent,Mirabad district,1740.74
8089,47000.0,60.0,1,secondary,"June 26, 2023",Tashkent,Shaikhantahur district,783.33
8090,43000.0,43.0,1,secondary,"June 26, 2023",Tashkent,Shaikhantahur district,1000.0
8091,48500.0,42.0,1,secondary,"June 26, 2023",Tashkent,Yunusabad district,1154.76
8096,46500.0,43.0,1,secondary,"June 26, 2023",Tashkent,Shaikhantahur district,1081.4
8102,45000.0,42.0,1,secondary,"June 26, 2023",Tashkent,Sergeli district,1071.43
8107,51000.0,42.0,1,secondary,"June 26, 2023",Tashkent,Yashnabad district,1214.29
8109,52000.0,49.0,1,secondary,"June 26, 2023",Tashkent,Shaikhantahur district,1061.22
8116,53000.0,49.68,2,secondary,"June 26, 2023",Tashkent,Uchtepinsky district,1066.83
8121,85800.0,52.0,2,secondary,"June 26, 2023",Tashkent,Yakkasarai district,1650.0
8122,54000.0,54.2,2,secondary,"June 26, 2023",Tashkent,Yashnabad district,996.31
8124,51000.0,49.0,2,secondary,"June 26, 2023",Tashkent,Sergeli district,1040.82
8129,53000.0,53.0,2,secondary,"June 26, 2023",Tashkent,Mirzo-Ulugbek district,1000.0
8133,58800.0,58.0,2,secondary,"June 26, 2023",Tashkent,Yunusabad district,1013.79
8135,50055.0,62.0,2,secondary,"June 26, 2023",Tashkent,Mirzo-Ulugbek district,807.34
8140,57000.0,48.0,2,secondary,"June 26, 2023",Tashkent,Mirzo-Ulugbek district,1187.5
8141,68000.0,60.0,2,secondary,"June 26, 2023",Tashkent,Yunusabad district,1133.33
8148,53500.0,44.7,2,secondary,"June 26, 2023",Tashkent,Yunusabad district,1196.87
8152,63000.0,45.55,2,secondary,"June 26, 2023",Tashkent,Uchtepinsky district,1383.1
8153,77747.0,63.0,2,secondary,"June 26, 2023",Tashkent,Shaikhantahur district,1234.08
8160,55000.0,60.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,916.67
8161,65000.0,47.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,1382.98
8174,65000.0,53.0,2,secondary,"June 26, 2023",Tashkent,Almazar district,1226.42
8175,52000.0,42.0,2,secondary,"June 25, 2023",Tashkent,Shaikhantahur district,1238.1
8182,51000.0,50.0,2,secondary,"June 26, 2023",Tashkent,Mirzo-Ulugbek district,1020.0
8199,55000.0,57.0,2,secondary,"June 26, 2023",Tashkent,Almazar district,964.91
8210,54000.0,49.0,2,secondary,"June 26, 2023",Tashkent,Mirzo-Ulugbek district,1102.04
8213,62000.0,52.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,1192.31
8215,64500.0,48.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,1343.75
8217,70000.0,58.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,1206.9
8218,56800.0,58.0,2,secondary,"June 26, 2023",Tashkent,Yunusabad district,979.31
8219,53000.0,49.0,2,secondary,"June 26, 2023",Tashkent,Sergeli district,1081.63
8221,49800.0,49.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,1016.33
8222,56000.0,57.0,2,secondary,"June 26, 2023",Tashkent,Sergeli district,982.46
8223,95000.0,59.0,2,secondary,"June 26, 2023",Tashkent,Mirabad district,1610.17
8224,56000.0,56.0,2,secondary,"June 26, 2023",Tashkent,Yakkasarai district,1000.0
8225,62000.0,60.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,1033.33
8226,150000.0,75.0,2,secondary,"June 26, 2023",Tashkent,Yakkasarai district,2000.0
8227,120000.0,130.0,2,secondary,"June 26, 2023",Tashkent,Yunusabad district,923.08
8228,66500.0,48.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,1385.42
8229,65000.0,50.0,2,secondary,"June 26, 2023",Tashkent,Chilanzar district,1300.0
