,Price,Area,rooms,type,Date,City,District,price_per_m2
1151,108000.0,120.0,5,new,"June 22, 2023",Tashkent,Sergeli district,900.0
1152,130000.0,131.0,5,new,"June 22, 2023",Tashkent,Mirabad district,992.37
1153,110000.0,120.0,5,new,"June 22, 2023",Tashkent,Sergeli district,916.67
1154,150000.0,150.0,5,new,"June 22, 2023",Tashkent,Shaikhantahur district,1000.0
1155,140000.0,100.0,5,new,"June 22, 2023",Tashkent,Mirzo-Ulugbek district,1400.0
1156,110000.0,100.0,5,new,"June 22, 2023",Tashkent,Chilanzar district,1100.0
1157,120000.0,109.14,5,new,"June 22, 2023",Tashkent,Sergeli district,1099.51
1158,136500.0,103.0,5,new,"June 22, 2023",Tashkent,Yashnabad district,1325.24
1159,142000.0,130.0,5,new,"June 22, 2023",Tashkent,Mirabad district,1092.31
1160,106999.0,95.0,5,new,"June 22, 2023",Tashkent,Mirzo-Ulugbek district,1126.31
1161,158000.0,221.0,5,new,"June 22, 2023",Tashkent,Shaikhantahur district,714.93
1162,90000.0,130.0,5,new,"June 22, 2023",Tashkent,Yakkasarai district,692.31
1163,94500.0,98.0,5,new,"June 22, 2023",Tashkent,Yunusabad district,964.29
1164,115000.0,140.0,5,new,"June 22, 2023",Tashkent,Mirzo-Ulugbek district,821.43
1165,140000.0,100.0,5,new,"June 22, 2023",Tashkent,Yakkasarai district,1400.0
1166,90000.0,111.7,5,new,"June 22, 2023",Tashkent,Sergeli district,805.73
1167,175000.0,140.0,5,new,"June 22, 2023",Tashkent,Mirzo-Ulugbek district,1250.0
1169,73900.0,96.0,5,new,"June 22, 2023",Tashkent,Yunusabad district,769.79
1170,80000.0,94.0,5,new,"June 22, 2023",Tashkent,Chilanzar district,851.06
1171,112000.0,105.0,5,new,"June 22, 2023",Tashkent,Mirzo-Ulugbek district,1066.67
1172,90000.0,110.0,5,new,"June 22, 2023",Tashkent,Uchtepinsky district,818.18
1173,119000.0,110.0,5,new,"June 22, 2023",Tashkent,Yunusabad district,1081.82
1174,450000.0,338.0,5,new,"June 22, 2023",Tashkent,Mirzo-Ulugbek district,1331.36
1175,150000.0,155.0,5,new,"June 22, 2023",Tashkent,Chilanzar district,967.74
1176,93000.0,108.0,5,new,"June 22, 2023",Tashkent,Yunusabad district,861.11
1177,180000.0,120.0,5,new,"June 22, 2023",Tashkent,Mirzo-Ulugbek district,1500.0
1178,72000.0,100.0,5,new,"June 22, 2023",Tashkent,Uchtepinsky district,720.0
1179,143000.0,100.0,5,new,"June 22, 2023",Tashkent,Mirzo-Ulugbek district,1430.0
1180,97000.0,115.0,5,new,"June 22, 2023",Tashkent,Almazar district,843.48
1181,88000.0,110.0,5,new,"June 22, 2023",Tashkent,Uchtepinsky district,800.0
1182,87000.0,97.0,5,new,"June 22, 2023",Tashkent,Almazar district,896.91
1183,94500.0,90.0,5,new,"June 22, 2023",Tashkent,Uchtepinsky district,1050.0
1184,97000.0,120.0,5,new,"June 22, 2023",Tashkent,Almazar district,808.33
1185,77000.0,120.0,5,new,"June 22, 2023",Tashkent,Yunusabad district,641.67
1186,360000.0,298.0,5,new,"June 22, 2023",Tashkent,Mirzo-Ulugbek district,1208.05
1187,78000.0,105.0,5,new,"June 22, 2023",Tashkent,Uchtepinsky district,742.86
1188,135000.0,118.0,5,new,"June 22, 2023",Tashkent,Chilanzar district,1144.07
1189,82000.0,96.0,5,new,"June 22, 2023",Tashkent,Uchtepinsky district,854.17
1190,130000.0,100.0,5,new,"June 22, 2023",Tashkent,Mirzo-Ulugbek district,1300.0
1191,77000.0,103.0,5,new,"June 22, 2023",Tashkent,Sergeli district,747.57
1192,210000.0,200.0,5,new,"June 22, 2023",Tashkent,Yakkasarai district,1050.0
1193,125000.0,90.0,5,new,"June 22, 2023",Tashkent,Yunusabad district,1388.89
1194,108000.0,127.0,5,new,"June 22, 2023",Tashkent,Uchtepinsky district,850.39
1195,275000.0,240.0,5,new,"June 22, 2023",Tashkent,Chilanzar district,1145.83
1196,154000.0,148.0,5,new,"June 22, 2023",Tashkent,Mirabad district,1040.54
1197,227000.0,130.0,5,new,"June 22, 2023",Tashkent,Mirabad district,1746.15
1198,120000.0,100.0,5,new,"June 22, 2023",Tashkent,Yunusabad district,1200.0
1199,101000.0,116.0,5,new,"June 22, 2023",Tashkent,Yunusabad district,870.69
1200,102000.0,116.0,5,new,"June 22, 2023",Tashkent,Yunusabad district,879.31
1201,150000.0,132.0,5,new,"June 22, 2023",Tashkent,Yakkasarai district,1136.36
1202,125000.0,124.0,5,new,"June 22, 2023",Tashkent,Mirzo-Ulugbek district,1008.06
1203,107000.0,100.0,5,new,"June 22, 2023",Tashkent,Shaikhantahur district,1070.0
1204,68000.0,100.0,5,new,"June 22, 2023",Tashkent,Almazar district,680.0
1205,90000.0,120.0,5,new,"June 22, 2023",Tashkent,Yashnabad district,750.0
1206,125000.0,140.0,5,new,"June 22, 2023",Tashkent,Yunusabad district,892.86
1207,178000.0,145.0,5,new,"June 22, 2023",Tashkent,Mirzo-Ulugbek district,1227.59
1208,85000.0,97.0,5,new,"June 22, 2023",Tashkent,Yunusabad district,876.29
1209,122000.0,110.0,5,new,"June 22, 2023",Tashkent,Yakkasarai district,1109.09
1210,170000.0,120.0,5,new,"June 22, 2023",Tashkent,Mirabad district,1416.67
1211,92000.0,108.17,5,new,"June 22, 2023",Tashkent,Yunusabad district,850.51
1212,135000.0,166.0,5,new,"June 22, 2023",Tashkent,Shaikhantahur district,813.25
1213,75000.0,110.0,5,new,"June 22, 2023",Tashkent,Shaikhantahur district,681.82
1214,120169.0,100.0,5,new,"June 22, 2023",Tashkent,Uchtepinsky district,1201.69
1215,97000.0,115.0,5,new,"June 22, 2023",Tashkent,Shaikhantahur district,843.48
1216,80000.0,97.0,5,new,"June 22, 2023",Tashkent,Yunusabad district,824.74
1217,91000.0,110.0,5,new,"June 22, 2023",Tashkent,Yunusabad district,827.27
1218,86000.0,110.0,5,new,"June 22, 2023",Tashkent,Mirzo-Ulugbek district,781.82
1219,107000.0,97.0,5,new,"June 22, 2023",Tashkent,Almazar district,1103.09
1220,58000.0,93.0,5,new,"June 22, 2023",Tashkent,Sergeli district,623.66
1221,95000.0,115.0,5,new,"June 22, 2023",Tashkent,Yunusabad district,826.09
1222,130000.0,96.0,5,new,"June 22, 2023",Tashkent,Shaikhantahur district,1354.17
1223,116000.0,100.0,5,new,"June 22, 2023",Tashkent,Yunusabad district,1160.0
1224,115500.0,100.0,5,new,"June 21, 2023",Tashkent,Almazar district,1155.0
1225,135000.0,105.0,5,new,"June 21, 2023",Tashkent,Mirabad district,1285.71
1226,145000.0,115.0,5,new,"June 21, 2023",Tashkent,Mirzo-Ulugbek district,1260.87
1227,96000.0,108.0,5,new,"June 21, 2023",Tashkent,Yunusabad district,888.89
1228,127000.0,113.0,5,new,"June 21, 2023",Tashkent,Yunusabad district,1123.89
1229,114000.0,117.0,5,new,"June 21, 2023",Tashkent,Uchtepinsky district,974.36
1230,83000.0,120.0,5,new,"June 21, 2023",Tashkent,Sergeli district,691.67
1231,104000.0,110.0,5,new,"June 21, 2023",Tashkent,Sergeli district,945.45
1232,110000.0,110.0,5,new,"June 21, 2023",Tashkent,Sergeli district,1000.0
1233,140000.0,140.0,5,new,"June 21, 2023",Tashkent,Yunusabad district,1000.0
1234,112000.0,110.0,5,new,"June 21, 2023",Tashkent,Mirzo-Ulugbek district,1018.18
1235,99000.0,120.0,5,new,"June 21, 2023",Tashkent,Sergeli district,825.0
1236,320000.0,175.0,5,new,"June 21, 2023",Tashkent,Chilanzar district,1828.57
1237,245000.0,158.0,5,new,"June 21, 2023",Tashkent,Yakkasarai district,1550.63
1238,300000.0,203.0,5,new,"June 21, 2023",Tashkent,Mirabad district,1477.83
1239,124000.0,131.0,5,new,"June 21, 2023",Tashkent,Mirabad district,946.56
1240,180000.0,140.0,5,new,"June 21, 2023",Tashkent,Mirzo-Ulugbek district,1285.71
1241,85000.0,96.0,5,new,"June 21, 2023",Tashkent,Shaikhantahur district,885.42
1242,116000.0,137.0,5,new,"June 21, 2023",Tashkent,Almazar district,846.72
1243,87000.0,120.0,5,new,"June 21, 2023",Tashkent,Sergeli district,725.0
1244,400000.0,562.0,5,new,"June 21, 2023",Tashkent,Mirzo-Ulugbek district,711.74
1245,200000.0,183.0,5,new,"June 21, 2023",Tashkent,Yunusabad district,1092.9
1246,136000.0,166.0,5,new,"June 21, 2023",Tashkent,Shaikhantahur district,819.28
1247,280000.0,240.0,5,new,"June 21, 2023",Tashkent,Yunusabad district,1166.67
1248,103000.0,110.6,5,new,"June 21, 2023",Tashkent,Yashnabad district,931.28
1249,140000.0,95.0,5,new,"June 21, 2023",Tashkent,Mirzo-Ulugbek district,1473.68
1250,255000.0,143.0,5,new,"June 21, 2023",Tashkent,Chilanzar district,1783.22
1251,155000.0,96.0,5,new,"June 21, 2023",Tashkent,Mirzo-Ulugbek district,1614.58
1252,96500.0,120.0,5,new,"June 21, 2023",Tashkent,Yakkasarai district,804.17
1253,145000.0,130.0,5,new,"June 21, 2023",Tashkent,Mirzo-Ulugbek district,1115.38
1254,110000.0,120.0,5,new,"June 21, 2023",Tashkent,Yashnabad district,916.67
1255,170000.0,122.0,5,new,"June 21, 2023",Tashkent,Mirabad district,1393.44
1256,265000.0,164.0,5,new,"June 21, 2023",Tashkent,Mirzo-Ulugbek district,1615.85
1257,200000.0,195.57,5,new,"June 21, 2023",Tashkent,Shaikhantahur district,1022.65
1258,90000.0,109.0,5,new,"June 21, 2023",Tashkent,Yunusabad district,825.69
1259,95000.0,96.0,5,new,"June 21, 2023",Tashkent,Bektemir district,989.58
1260,155000.0,96.0,5,new,"June 21, 2023",Tashkent,Yunusabad district,1614.58
1261,132000.0,128.0,5,new,"June 21, 2023",Tashkent,Uchtepinsky district,1031.25
1262,97000.0,103.0,5,new,"June 21, 2023",Tashkent,Almazar district,941.75
1263,90000.0,130.0,5,new,"June 21, 2023",Tashkent,Sergeli district,692.31
1264,185000.0,130.0,5,new,"June 21, 2023",Tashkent,Yunusabad district,1423.08
1265,160000.0,123.0,5,new,"June 21, 2023",Tashkent,Almazar district,1300.81
1266,125000.0,107.0,5,new,"June 21, 2023",Tashkent,Mirabad district,1168.22
1267,129999.0,110.0,5,new,"June 21, 2023",Tashkent,Mirzo-Ulugbek district,1181.81
1268,230000.0,170.0,5,new,"June 21, 2023",Tashkent,Mirabad district,1352.94
1269,160000.0,172.0,5,new,"June 21, 2023",Tashkent,Mirabad district,930.23
1270,92000.0,96.0,5,new,"June 21, 2023",Tashkent,Shaikhantahur district,958.33
1271,129000.0,123.0,5,new,"June 21, 2023",Tashkent,Mirzo-Ulugbek district,1048.78
1272,110000.0,110.0,5,new,"June 21, 2023",Tashkent,Shaikhantahur district,1000.0
1273,390000.0,230.0,5,new,"June 21, 2023",Tashkent,Yakkasarai district,1695.65
1274,115000.0,120.0,5,new,"June 21, 2023",Tashkent,Sergeli district,958.33
1275,185000.0,200.0,5,new,"June 21, 2023",Tashkent,Almazar district,925.0
1276,93000.0,110.0,5,new,"June 21, 2023",Tashkent,Shaikhantahur district,845.45
1277,120000.0,100.0,5,new,"June 21, 2023",Tashkent,Almazar district,1200.0
1278,80000.0,93.13,5,new,"June 21, 2023",Tashkent,Mirzo-Ulugbek district,859.01
1279,76000.0,110.0,5,new,"June 21, 2023",Tashkent,Sergeli district,690.91
1280,86000.0,70.0,5,new,"June 21, 2023",Tashkent,Yakkasarai district,1228.57
1281,105000.0,110.0,5,new,"June 21, 2023",Tashkent,Shaikhantahur district,954.55
1282,80000.0,120.0,5,new,"June 21, 2023",Tashkent,Sergeli district,666.67
1283,121000.0,98.0,5,new,"June 21, 2023",Tashkent,Mirabad district,1234.69
1284,150000.0,100.0,5,new,"June 21, 2023",Tashkent,Yunusabad district,1500.0
1285,195000.0,160.0,5,new,"June 21, 2023",Tashkent,Yunusabad district,1218.75
1286,285000.0,177.0,5,new,"June 21, 2023",Tashkent,Mirabad district,1610.17
1287,74500.0,120.0,5,new,"June 21, 2023",Tashkent,Sergeli district,620.83
1288,136000.0,110.0,5,new,"June 21, 2023",Tashkent,Yunusabad district,1236.36
1289,105000.0,110.0,5,new,"June 21, 2023",Tashkent,Mirzo-Ulugbek district,954.55
1290,186000.0,120.0,5,new,"June 21, 2023",Tashkent,Mirzo-Ulugbek district,1550.0
1291,108000.0,112.0,5,new,"June 21, 2023",Tashkent,Yunusabad district,964.29
1292,120000.0,113.0,5,new,"June 21, 2023",Tashkent,Yunusabad district,1061.95
1293,125000.0,109.0,5,new,"June 21, 2023",Tashkent,Yakkasarai district,1146.79
1294,125000.0,110.0,5,new,"June 21, 2023",Tashkent,Yunusabad district,1136.36
1295,124000.0,109.0,5,new,"June 21, 2023",Tashkent,Yakkasarai district,1137.61
1296,115000.0,111.0,5,new,"June 21, 2023",Tashkent,Mirabad district,1036.04
1297,288500.0,180.0,5,new,"June 21, 2023",Tashkent,Mirabad district,1602.78
1298,185000.0,205.0,5,new,"June 21, 2023",Tashkent,Chilanzar district,902.44
1299,930000.0,110.0,5,new,"June 21, 2023",Tashkent,Yashnabad district,8454.55
1300,130000.0,112.0,5,new,"June 21, 2023",Tashkent,Yashnabad district,1160.71
1301,89500.0,115.0,5,new,"June 21, 2023",Tashkent,Mirzo-Ulugbek district,778.26
1302,138000.0,110.0,5,new,"June 21, 2023",Tashkent,Yunusabad district,1254.55
1303,93000.0,110.0,5,new,"June 21, 2023",Tashkent,Almazar district,845.45
1304,93000.0,110.0,5,new,"June 21, 2023",Tashkent,Mirzo-Ulugbek district,845.45
1305,92000.0,112.0,5,new,"June 21, 2023",Tashkent,Yashnabad district,821.43
1306,110000.0,152.0,5,new,"June 21, 2023",Tashkent,Chilanzar district,723.68
1307,130000.0,120.0,5,new,"June 21, 2023",Tashkent,Shaikhantahur district,1083.33
1308,285000.0,220.0,5,new,"June 21, 2023",Tashkent,Mirzo-Ulugbek district,1295.45
1309,195000.0,164.0,5,new,"June 21, 2023",Tashkent,Mirzo-Ulugbek district,1189.02
1310,75500.0,146.0,5,new,"June 21, 2023",Tashkent,Sergeli district,517.12
1311,68000.0,126.0,5,new,"June 21, 2023",Tashkent,Sergeli district,539.68
1312,82000.0,107.0,5,new,"June 21, 2023",Tashkent,Mirabad district,766.36
1313,135000.0,135.0,5,new,"June 21, 2023",Tashkent,Yakkasarai district,1000.0
1314,145000.0,100.0,5,new,"June 20, 2023",Tashkent,Uchtepinsky district,1450.0
1315,90000.0,115.0,5,new,"June 20, 2023",Tashkent,Uchtepinsky district,782.61
1316,185000.0,139.0,5,new,"June 20, 2023",Tashkent,Yunusabad district,1330.94
1317,112000.0,135.0,5,new,"June 20, 2023",Tashkent,Yunusabad district,829.63
1318,76000.0,130.0,5,new,"June 20, 2023",Tashkent,Sergeli district,584.62
1319,90000.0,97.15,5,new,"June 20, 2023",Tashkent,Yunusabad district,926.4
1320,104000.0,111.0,5,new,"June 20, 2023",Tashkent,Mirzo-Ulugbek district,936.94
1321,115000.0,111.0,5,new,"June 20, 2023",Tashkent,Yunusabad district,1036.04
1322,90000.0,95.0,5,new,"June 20, 2023",Tashkent,Yunusabad district,947.37
1323,105000.0,115.0,5,new,"June 20, 2023",Tashkent,Shaikhantahur district,913.04
1324,76000.0,90.0,5,new,"June 20, 2023",Tashkent,Yunusabad district,844.44
1325,105000.0,127.0,5,new,"June 20, 2023",Tashkent,Yakkasarai district,826.77
1326,212000.0,157.0,5,new,"June 20, 2023",Tashkent,Mirzo-Ulugbek district,1350.32
1327,120000.0,110.0,5,new,"June 20, 2023",Tashkent,Chilanzar district,1090.91
1328,122000.0,131.0,5,new,"June 20, 2023",Tashkent,Mirabad district,931.3
1329,134500.0,110.0,5,new,"June 20, 2023",Tashkent,Mirabad district,1222.73
1330,95000.0,105.0,5,new,"June 20, 2023",Tashkent,Yunusabad district,904.76
1331,115000.0,112.0,5,new,"June 20, 2023",Tashkent,Yunusabad district,1026.79
1332,91000.0,90.0,5,new,"June 20, 2023",Tashkent,Yakkasarai district,1011.11
1333,140000.0,135.0,5,new,"June 20, 2023",Tashkent,Yakkasarai district,1037.04
1334,230000.0,130.0,5,new,"June 20, 2023",Tashkent,Yakkasarai district,1769.23
1335,118000.0,105.0,5,new,"June 20, 2023",Tashkent,Mirzo-Ulugbek district,1123.81
1336,75000.0,100.0,5,new,"June 20, 2023",Tashkent,Yashnabad district,750.0
1337,67000.0,116.0,5,new,"June 20, 2023",Tashkent,Yashnabad district,577.59
1338,95000.0,105.0,5,new,"June 20, 2023",Tashkent,Sergeli district,904.76
1339,112000.0,120.0,5,new,"June 20, 2023",Tashkent,Yashnabad district,933.33
1340,280000.0,177.5,5,new,"June 20, 2023",Tashkent,Mirabad district,1577.46
1341,154000.0,80.0,5,new,"June 20, 2023",Tashkent,Mirabad district,1925.0
1342,115000.0,120.0,5,new,"June 20, 2023",Tashkent,Yashnabad district,958.33
1343,90000.0,118.0,5,new,"June 20, 2023",Tashkent,Yunusabad district,762.71
1344,102000.0,105.0,5,new,"June 20, 2023",Tashkent,Yunusabad district,971.43
1345,110000.0,135.0,5,new,"June 20, 2023",Tashkent,Yunusabad district,814.81
1346,137000.0,120.0,5,new,"June 20, 2023",Tashkent,Yunusabad district,1141.67
1347,132000.0,120.0,5,new,"June 20, 2023",Tashkent,Mirabad district,1100.0
1352,44500.0,42.0,1,new,Today at 22:18,Tashkent,Yunusabad district,1059.52
1353,46000.0,41.0,1,new,Today at 22:03,Tashkent,Yunusabad district,1121.95
1355,42000.0,41.0,1,new,Today at 21:22,Tashkent,Yunusabad district,1024.39
1357,44800.0,43.0,1,new,Today at 21:16,Tashkent,Yunusabad district,1041.86
1358,56000.0,56.0,1,new,Today at 21:02,Tashkent,Chilanzar district,1000.0
1374,73000.0,46.0,1,new,Today at 20:06,Tashkent,Chilanzar district,1586.96
1379,46500.0,42.0,1,new,Today at 14:24,Tashkent,Mirzo-Ulugbek district,1107.14
1386,52500.0,48.0,1,new,Today at 19:44,Tashkent,Chilanzar district,1093.75
1396,44500.0,44.0,1,new,Today at 19:16,Tashkent,Chilanzar district,1011.36
1398,66500.0,45.0,1,new,Today at 19:10,Tashkent,Chilanzar district,1477.78
1408,43000.0,43.0,1,new,Today at 18:56,Tashkent,Yashnabad district,1000.0
1419,51000.0,42.0,1,new,Today at 18:40,Tashkent,Yakkasarai district,1214.29
1420,84000.0,45.0,1,new,Today at 18:40,Tashkent,Mirabad district,1866.67
1421,61000.0,42.0,1,new,Today at 18:40,Tashkent,Yunusabad district,1452.38
1423,52000.0,50.0,1,new,Today at 18:38,Tashkent,Chilanzar district,1040.0
1424,56000.0,44.0,1,new,Today at 18:36,Tashkent,Shaikhantahur district,1272.73
1427,41000.0,44.0,1,new,Today at 18:32,Tashkent,Yunusabad district,931.82
1430,58000.0,42.0,1,new,Today at 18:26,Tashkent,Chilanzar district,1380.95
1437,55000.0,43.0,1,new,Today at 18:18,Tashkent,Chilanzar district,1279.07
1438,55000.0,42.0,1,new,Today at 18:16,Tashkent,Chilanzar district,1309.52
1441,41500.0,44.0,1,new,Today at 18:14,Tashkent,Chilanzar district,943.18
1448,48000.0,42.0,1,new,Today at 18:05,Tashkent,Almazar district,1142.86
1452,63000.0,42.0,1,new,Today at 18:04,Tashkent,Yunusabad district,1500.0
1453,56000.0,44.0,1,new,Today at 18:04,Tashkent,Chilanzar district,1272.73
1454,44000.0,41.0,1,new,Today at 18:02,Tashkent,Chilanzar district,1073.17
1460,78000.0,42.0,1,new,Today at 17:58,Tashkent,Yunusabad district,1857.14
1462,73000.0,43.0,1,new,Today at 17:56,Tashkent,Yunusabad district,1697.67
1481,73000.0,45.0,1,new,Today at 17:30,Tashkent,Mirzo-Ulugbek district,1622.22
1484,45000.0,42.0,1,new,Today at 17:29,Tashkent,Chilanzar district,1071.43
1490,79000.0,42.0,1,new,Today at 17:26,Tashkent,Yunusabad district,1880.95
1498,51000.0,45.0,1,new,Today at 17:22,Tashkent,Yashnabad district,1133.33
1503,41500.0,42.0,1,new,Today at 17:17,Tashkent,Chilanzar district,988.1
1514,44000.0,42.0,1,new,Today at 17:04,Tashkent,Chilanzar district,1047.62
1517,48000.0,45.0,1,new,Today at 17:00,Tashkent,Sergeli district,1066.67
1521,48500.0,45.0,1,new,Today at 16:58,Tashkent,Yunusabad district,1077.78
1525,56000.0,42.0,1,new,Today at 16:52,Tashkent,Chilanzar district,1333.33
1532,43500.0,42.0,1,new,Today at 16:43,Tashkent,Chilanzar district,1035.71
1536,105000.0,45.0,1,new,Today at 09:59,Tashkent,Sergeli district,2333.33
1544,46800.0,53.0,1,new,Today at 16:26,Tashkent,Almazar district,883.02
1547,45500.0,42.0,1,new,Today at 16:22,Tashkent,Uchtepinsky district,1083.33
1548,41000.0,42.0,1,new,Today at 16:20,Tashkent,Chilanzar district,976.19
1549,49000.0,45.0,1,new,Today at 16:18,Tashkent,Chilanzar district,1088.89
1556,39500.0,42.0,1,new,Today at 16:06,Tashkent,Yashnabad district,940.48
1557,37000.0,42.0,1,new,Today at 16:02,Tashkent,Mirzo-Ulugbek district,880.95
1560,47000.0,45.0,1,new,Today at 15:58,Tashkent,Yashnabad district,1044.44
1562,50500.0,42.0,1,new,Today at 15:56,Tashkent,Chilanzar district,1202.38
1564,45500.0,42.0,1,new,Today at 15:52,Tashkent,Chilanzar district,1083.33
1566,46000.0,45.0,1,new,Today at 15:49,Tashkent,Yashnabad district,1022.22
1571,68000.0,42.0,1,new,Today at 15:46,Tashkent,Yakkasarai district,1619.05
1572,63000.0,50.0,1,new,Today at 15:44,Tashkent,Shaikhantahur district,1260.0
1574,46000.0,42.0,1,new,Today at 15:41,Tashkent,Yunusabad district,1095.24
1591,50000.0,45.0,1,new,Today at 15:24,Tashkent,Mirzo-Ulugbek district,1111.11
1606,40000.0,42.0,1,new,Today at 15:10,Tashkent,Yashnabad district,952.38
1610,78000.0,44.0,1,new,Today at 15:06,Tashkent,Mirabad district,1772.73
1617,77000.0,45.0,1,new,Today at 14:58,Tashkent,Yunusabad district,1711.11
1618,41000.0,45.0,1,new,Today at 14:58,Tashkent,Sergeli district,911.11
1628,49000.0,47.0,1,new,Today at 14:40,Tashkent,Chilanzar district,1042.55
1633,49500.0,42.0,1,new,Today at 14:36,Tashkent,Chilanzar district,1178.57
1650,36000.0,42.0,1,new,Today at 14:18,Tashkent,Chilanzar district,857.14
1659,40000.0,45.0,1,new,Today at 14:04,Tashkent,Mirzo-Ulugbek district,888.89
1667,40500.0,42.0,1,new,Today at 13:56,Tashkent,Chilanzar district,964.29
1672,55500.0,42.0,1,new,Today at 13:52,Tashkent,Chilanzar district,1321.43
1675,57000.0,50.0,1,new,Today at 13:52,Tashkent,Mirzo-Ulugbek district,1140.0
1679,36000.0,42.0,1,new,Today at 13:49,Tashkent,Yashnabad district,857.14
1686,76500.0,42.0,1,new,Today at 13:47,Tashkent,Mirzo-Ulugbek district,1821.43
1688,38500.0,42.0,1,new,Today at 13:46,Tashkent,Yashnabad district,916.67
1698,46800.0,45.0,1,new,Today at 13:34,Tashkent,Yunusabad district,1040.0
1702,60000.0,45.0,1,new,Today at 13:30,Tashkent,Mirzo-Ulugbek district,1333.33
1708,42000.0,42.0,1,new,Today at 13:26,Tashkent,Yashnabad district,1000.0
1714,46700.0,45.0,1,new,Today at 13:21,Tashkent,Yunusabad district,1037.78
1715,44500.0,42.0,1,new,Today at 13:20,Tashkent,Chilanzar district,1059.52
1722,54800.0,43.0,1,new,Today at 13:12,Tashkent,Chilanzar district,1274.42
1723,46500.0,42.0,1,new,Today at 13:10,Tashkent,Yashnabad district,1107.14
